x accelerometer,y accelerometer,z accelerometer,x gyro,y gyro,z gyro,surface
-0.068115,-0.04541,-1.144531,1.693725,1.098633,0.320435,tile
0.062012,-0.047852,-0.991211,0.915527,-0.518799,-0.274658,tile
0.053955,-0.0625,-0.977783,0.946045,0.686645,-0.640869,tile
-0.019531,-0.061523,-1.021729,0.564575,0.930786,-0.152588,tile
-0.000732,-0.043457,-0.966064,-0.106812,0.167847,-0.900268,tile
0.039063,-0.066406,-1.0979,0.88501,0.717163,-0.228882,tile
-0.040039,-0.06665,-1.087158,0.640869,0.457764,-0.671387,tile
0.040039,-0.112549,-0.862793,-1.38855,-0.518799,-1.480102,tile
0.037598,-0.088135,-0.862549,1.464844,-0.106812,-0.595093,tile
-0.052002,-0.07959,-1.167969,2.27356,1.022339,0.12207,tile
0.068848,0.013184,-1.077393,0.640869,0.335693,-1.159668,tile
0.067627,-0.179443,-0.868652,0.259399,1.586914,-1.754761,tile
-0.20874,0.0625,-1.132324,0.778198,1.052856,-0.854492,tile
0.023193,-0.025391,-0.970215,0.62561,-2.670288,-2.39563,tile
0.264404,-0.129883,-0.767822,1.968384,-0.152588,-3.52478,tile
-0.006836,0.01416,-1.018799,2.090454,3.814697,-1.159668,tile
-0.108154,-0.079346,-1.1521,1.922607,3.540039,-1.815796,tile
-0.036865,-0.028564,-1.074951,2.548218,2.27356,-1.38855,tile
-0.127441,-0.015137,-0.94043,2.655029,1.63269,-2.502441,tile
0.01001,0.038574,-1.005859,2.075195,0.274658,-3.387451,tile
0.061768,-0.064453,-1.023682,2.166748,0.823975,-2.624511,tile
-0.010254,0.026611,-1.054443,-0.137329,1.098633,-1.296997,tile
-0.096191,-0.057861,-1.001221,-1.098633,-0.244141,-1.678467,tile
0.089355,-0.005859,-1.003906,0.62561,-0.106812,-1.205444,tile
0.002686,-0.030518,-1.111572,-0.244141,0.717163,0.106812,tile
-0.010742,-0.021973,-0.939209,-0.579834,0.488281,0.50354,tile
0.006836,-0.104736,-1.000244,0.366211,0.808716,1.541138,tile
-0.043213,-0.009277,-1.045898,0.045776,-0.823975,0.854492,tile
0.147217,-0.025391,-0.911377,0.015259,-1.190186,-0.549316,tile
0.092773,-0.094727,-0.955566,0.854492,1.083374,-0.045776,tile
-0.134521,-0.052002,-1.099609,0.396728,1.358032,0.366211,tile
-0.098633,-0.031006,-1.063965,-0.213623,-0.976562,-1.251221,tile
0.030273,-0.114258,-0.941895,0.961304,-1.480102,-1.312256,tile
0.051758,-0.010498,-0.986328,0.839233,-0.289917,-1.12915,tile
0.068359,-0.017578,-0.96875,-0.549316,0.50354,-1.89209,tile
-0.062012,-0.003662,-1.058838,0.061035,0.183105,-2.319336,tile
0.016113,-0.025635,-0.906982,0.656128,-0.335693,-2.319336,tile
0.065674,-0.092285,-1.018799,0.152588,0.228882,-2.838135,tile
-0.119873,-0.013428,-1.059082,1.342773,1.037598,-1.754761,tile
0.020508,-0.024414,-0.975586,1.068115,-0.564575,-1.800537,tile
0.052246,-0.089111,-0.871582,1.327515,0.198364,-1.693725,tile
-0.022949,-0.063721,-1.061035,2.792358,1.190186,-0.701904,tile
-0.022705,-0.002441,-1.128418,1.647949,0.930786,-0.976562,tile
0.003418,-0.082764,-0.938477,1.770019,0.183105,-1.098633,tile
-0.017822,-0.015381,-1.022217,1.876831,0.595093,-0.442505,tile
-0.037842,-0.021729,-1.101563,1.419067,0.137329,-1.12915,tile
0.059814,-0.099854,-0.899902,1.525879,0.137329,-1.678467,tile
-0.064697,-0.080566,-0.95874,1.525879,0.442505,-0.076294,tile
-0.080078,-0.00708,-1.04126,2.029419,-1.068115,-0.564575,tile
0.147705,-0.09082,-0.939209,2.471924,-0.50354,-1.495361,tile
-0.028809,-0.020752,-1.088867,2.059937,1.358032,-0.305176,tile
-0.102783,-0.031006,-1.019287,1.174927,-0.167847,-0.152588,tile
0.063721,0.003174,-1.013428,1.251221,-0.106812,-0.579834,tile
-0.069092,-0.114258,-1.022949,1.571655,-0.152588,-0.350952,tile
0.050781,-0.041748,-0.915283,0.564575,0.015259,-0.457764,tile
-0.06958,-0.07373,-1.023682,1.296997,0.396728,-0.015259,tile
0.008301,0.001953,-1.023682,2.304077,-0.12207,0.534058,tile
-0.03125,-0.079102,-1.097656,0.610352,-0.213623,-0.900268,tile
0.049316,-0.082031,-0.87793,2.075195,-1.205444,-0.564575,tile
0.058594,-0.075928,-0.853516,3.295898,0.946045,-0.183105,tile
-0.054199,-0.122803,-1.160889,2.044678,1.739502,0.305176,tile
-0.033447,-0.017822,-0.921387,2.777099,1.266479,0.183105,tile
-0.029297,-0.106934,-1.140625,2.075195,0.915527,-0.137329,tile
0.013916,-0.017578,-0.995605,2.670288,1.068115,-0.610352,tile
0.01123,-0.103027,-1.01709,0.549316,0.854492,-1.434326,tile
-0.058594,-0.091064,-0.914795,1.678467,-0.183105,-0.732422,tile
0.053223,-0.076172,-0.9375,3.555298,0.045776,-1.296997,tile
0.046631,-0.065918,-1.216064,2.548218,1.174927,-1.647949,tile
0.031006,-0.074219,-0.945313,2.27356,0.045776,-0.976562,tile
0.038818,-0.056152,-0.885498,1.00708,1.800537,-0.50354,tile
-0.107422,-0.136963,-1.099854,2.304077,1.739502,0.88501,tile
0.018311,0.011719,-1.001221,3.189087,0.671387,0.152588,tile
0.062988,-0.111328,-1.044189,1.770019,0.488281,0.244141,tile
-0.028564,-0.028809,-1.011719,2.120972,1.190186,0.869751,tile
-0.03125,-0.103516,-0.981689,1.419067,1.327515,0.411987,tile
-0.058838,-0.03418,-1.068115,0.900268,0.015259,0.183105,tile
0.043945,-0.056396,-1.019287,2.166748,0.564575,0.717163,tile
-0.030029,-0.063477,-1.076172,0.640869,0.671387,0.274658,tile
-0.032227,-0.081787,-0.868896,-0.152588,-0.38147,-0.015259,tile
0.028809,-0.023926,-0.983398,1.89209,0.289917,0.564575,tile
-0.055664,-0.037109,-1.116699,1.907349,0.442505,0.640869,tile
0.12085,-0.059326,-0.991211,0.915527,0.015259,-0.869751,tile
0.018066,-0.110107,-0.898438,1.266479,2.288818,-0.610352,tile
-0.182373,0.004883,-1.066895,1.983642,1.495361,0.595093,tile
-0.023926,-0.140137,-1.081787,0.808716,-1.800537,-0.62561,tile
0.137451,0.026123,-0.781738,2.426147,-0.732422,-0.320435,tile
0.002686,-0.161621,-1.147705,0.091553,1.968384,0.671387,tile
-0.013916,-0.078369,-1.096191,-0.427246,0.335693,0.671387,tile
0.016602,-0.125977,-0.897217,0.488281,0.289917,1.38855,tile
-0.134033,-0.040283,-0.962158,1.373291,1.144409,2.593994,tile
-0.029053,-0.044922,-1.124512,-0.167847,-1.113892,1.739502,tile
0.101074,-0.085693,-0.971191,-0.457764,-0.961304,1.754761,tile
-0.008057,-0.08667,-0.931152,0.091553,0.061035,3.295898,tile
-0.095703,-0.13916,-1.062988,0.534058,0.518799,2.120972,tile
0.052979,-0.039063,-0.969482,2.593994,-1.174927,1.068115,tile
0.056152,-0.053223,-1.0354,0.50354,0.808716,1.63269,tile
-0.144043,-0.002686,-1.041504,-1.235962,1.266479,2.39563,tile
0.00708,-0.111328,-0.98877,-0.228882,0.289917,2.593994,tile
-0.035645,-0.040771,-0.958252,-0.12207,0.564575,2.716064,tile
-0.081543,-0.055664,-1.101563,-0.488281,-1.220703,1.815796,tile
0.153564,-0.043213,-0.948486,0.762939,-1.296997,0.62561,tile
0.077881,-0.093506,-0.85376,0.717163,0.930786,1.113892,tile
-0.146973,-0.03418,-1.092529,0.610352,1.022339,2.075195,tile
